id,config_id,symbol,direction,entry_price,exit_price,funding_rate,funding_pnl,price_pnl,fee_cost,total_pnl,total_pnl_pct,balance_after,open_time,close_time,trade_timestamp,exchange,close_reason,created_at,updated_at,price_pnl_pct,reconciled_at,entry_score,entry_score_breakdown
176,43,SKRUSDT,SHORT,0.02192831,0.02173919,0.000000,-0.125748,0.274791,0.031724,0.117318,1.835184,30.605451,25/02/2026 22:00:10,26/02/2026 01:24:14,1772079854159,binance,trailing_stop,2026-02-26 04:24:14.160262+00:00,2026-02-26 04:24:14.160262+00:00,4.298491,2026-02-26 04:24:21.309855+00:00,85.0,"{""apy"": 40.0, ""volume"": 20.0, ""interval"": 10.0, ""gross_apy"": 1835.1, ""consistency"": 15.0}"
177,43,SKRUSDT,SHORT,0.02192831,0.02174500,0.000000,-0.125748,0.266335,0.015931,0.124656,1.949964,30.874767,25/02/2026 22:00:10,26/02/2026 01:24:14,1772079854545,binance,exchange_sync,2026-02-26 04:24:14.546231+00:00,2026-02-26 04:24:14.546231+00:00,4.166216,2026-02-26 04:24:21.644128+00:00,85.0,"{""apy"": 40.0, ""volume"": 20.0, ""interval"": 10.0, ""gross_apy"": 1835.1, ""consistency"": 15.0}"
178,45,ENSOUSDT,LONG,1.67390000,1.65780000,-0.462751,0.000000,-0.227010,0.011801,-0.238811,-3.037498,24.588860,26/02/2026 01:59:57,26/02/2026 02:00:04,1772082004714,binance,exchange_sync,2026-02-26 05:00:04.714791+00:00,2026-02-26 05:00:04.714791+00:00,-2.887398,2026-02-26 05:00:11.717762+00:00,0.0,"{""apy"": 0, ""volume"": 0, ""interval"": 0, ""gross_apy"": 0, ""consistency"": 0}"
179,45,STEEMUSDT,LONG,0.06499000,0.06494000,-0.436110,0.000000,-0.017850,0.004640,-0.022490,-0.288838,24.566370,26/02/2026 02:59:58,26/02/2026 03:00:13,1772085613557,binance,exchange_sync,2026-02-26 06:00:13.557282+00:00,2026-02-26 06:00:13.557282+00:00,-0.229244,2026-02-26 06:00:20.522111+00:00,85.0,"{""apy"": 40.0, ""volume"": 20.0, ""interval"": 10.0, ""gross_apy"": 3820.3, ""consistency"": 15.0}"
180,45,WETUSDT,LONG,0.11157000,0.10938000,-1.188672,0.000000,-0.457710,0.011659,-0.469369,-6.033525,24.097001,26/02/2026 04:59:57,26/02/2026 05:00:15,1772092815612,binance,exchange_sync,2026-02-26 08:00:15.612477+00:00,2026-02-26 08:00:15.612477+00:00,-5.883653,2026-02-26 08:00:22.722652+00:00,78.0,"{""apy"": 40.0, ""volume"": 17.9, ""interval"": 5.0, ""gross_apy"": 2603.2, ""consistency"": 15.0}"
181,45,BARDUSDT,LONG,0.83400000,0.82990000,-0.988424,0.000000,-0.114800,0.011676,-0.126476,-1.625791,24.250262,26/02/2026 04:59:57,26/02/2026 05:00:16,1772092816298,binance,exchange_sync,2026-02-26 08:00:16.298783+00:00,2026-02-26 08:00:16.298783+00:00,-1.475702,2026-02-26 08:00:23.278064+00:00,75.0,"{""apy"": 40.0, ""volume"": 15.2, ""interval"": 5.0, ""gross_apy"": 2164.6, ""consistency"": 15.0}"
182,45,DENTUSDT,LONG,0.00026100,0.00026100,-1.548452,0.000000,0.000000,0.011536,-0.011536,-0.148294,24.471746,26/02/2026 05:00:04,26/02/2026 05:00:16,1772092816979,binance,exchange_sync,2026-02-26 08:00:16.980074+00:00,2026-02-26 08:00:16.980074+00:00,0.000000,2026-02-26 08:00:23.667349+00:00,75.0,"{""apy"": 40.0, ""volume"": 20.0, ""interval"": 0.0, ""gross_apy"": 1695.6, ""consistency"": 15.0}"
183,45,POWERUSDT,LONG,1.52418000,1.52385000,-1.481685,0.000000,-0.004620,0.021336,-0.025956,-0.342114,23.933033,26/02/2026 06:59:55,26/02/2026 07:00:18,1772100018686,binance,take_profit_target,2026-02-26 10:00:18.686164+00:00,2026-02-26 10:00:18.686164+00:00,-0.060894,2026-02-26 10:00:25.698179+00:00,0.0,"{""apy"": 0, ""volume"": 0, ""interval"": 0, ""gross_apy"": 0, ""consistency"": 0}"
184,45,POWERUSDT,LONG,1.52418000,1.49699000,-1.481685,0.000000,-0.380660,0.010669,-0.391329,-5.157883,23.891182,26/02/2026 06:59:55,26/02/2026 07:00:18,1772100018862,binance,exchange_sync,2026-02-26 10:00:18.862754+00:00,2026-02-26 10:00:18.862754+00:00,-5.017258,2026-02-26 10:00:25.588239+00:00,0.0,"{""apy"": 0, ""volume"": 0, ""interval"": 0, ""gross_apy"": 0, ""consistency"": 0}"
185,45,POWERUSDT,LONG,1.63770000,1.61662000,-1.354748,0.000000,-0.274040,0.010645,-0.284685,-3.818778,23.257019,26/02/2026 07:59:55,26/02/2026 08:00:20,1772103620718,binance,exchange_sync,2026-02-26 11:00:20.719179+00:00,2026-02-26 11:00:20.719179+00:00,-3.675985,2026-02-26 11:00:28.183873+00:00,0.0,"{""apy"": 0, ""volume"": 0, ""interval"": 0, ""gross_apy"": 0, ""consistency"": 0}"
186,45,BARDUSDT,LONG,0.82210000,0.82250000,-1.296431,0.000000,0.010400,0.004275,0.006125,0.083168,23.263144,26/02/2026 08:59:56,26/02/2026 09:00:02,1772107202479,binance,exchange_sync,2026-02-26 12:00:02.480033+00:00,2026-02-26 12:00:02.480033+00:00,0.141214,2026-02-26 12:00:10.105084+00:00,76.0,"{""apy"": 40.0, ""volume"": 15.8, ""interval"": 5.0, ""gross_apy"": 2839.2, ""consistency"": 15.0}"
187,45,POWERUSDT,LONG,1.52949500,1.53031000,-1.624403,0.000000,0.011410,0.010706,0.000704,0.009553,23.545721,26/02/2026 08:59:58,26/02/2026 09:00:03,1772107203192,binance,exchange_sync,2026-02-26 12:00:03.193343+00:00,2026-02-26 12:00:03.193343+00:00,0.154928,2026-02-26 12:00:10.252429+00:00,0.0,"{""apy"": 0, ""volume"": 0, ""interval"": 0, ""gross_apy"": 0, ""consistency"": 0}"
188,43,POWERUSDT,SHORT,1.50350000,1.48736000,0.000000,0.000000,0.068014,0.019935,0.048079,0.823454,30.778186,26/02/2026 09:00:10,26/02/2026 09:01:35,1772107295186,binance,trailing_stop,2026-02-26 12:01:35.187409+00:00,2026-02-26 12:01:35.187409+00:00,1.164885,2026-02-26 12:01:42.905717+00:00,0.0,"{""apy"": 0, ""volume"": 0, ""interval"": 0, ""gross_apy"": 0, ""consistency"": 0}"
189,62,POWERUSDT,SHORT,1.47503000,1.44879000,0.000000,0.000000,0.632246,0.021929,0.610317,12.848778,15.610317,26/02/2026 09:01:21,26/02/2026 09:05:48,1772107548432,binance,trailing_stop,2026-02-26 12:05:48.432792+00:00,2026-02-26 12:05:48.432792+00:00,13.310433,2026-02-26 12:05:55.971803+00:00,100.0,"{""volume"": 20.0, ""extremity"": 40.0, ""persistence"": 30.0, ""volatility_bonus"": 10.0}"
190,43,ENSOUSDT,SHORT,1.60260000,1.58840000,0.000000,0.000000,0.255600,0.028719,0.226881,3.885800,31.005067,26/02/2026 09:00:10,26/02/2026 09:12:49,1772107969790,binance,trailing_stop,2026-02-26 12:12:49.791078+00:00,2026-02-26 12:12:49.791078+00:00,4.377671,2026-02-26 12:12:56.887754+00:00,0.0,"{""apy"": 0, ""volume"": 0, ""interval"": 0, ""gross_apy"": 0, ""consistency"": 0}"
