id,level,module,message,created_at
1124,INFO,RealTrading,↳ Monitoramento retomado: STEEMUSDT (SHORT) | sem TP limit,2026-02-25 23:38:27.556415+00:00
1128,INFO,Server,Servidor iniciado com sucesso,2026-02-25 23:38:27.611262+00:00
1129,INFO,RealTrading,Retomada sessão 45 (Bot Binance 17:13) com 0 posições abertas,2026-02-25 23:38:27.611774+00:00
1130,INFO,WS Market,Conectado ao stream de mark prices Binance Futures,2026-02-25 23:38:28.516574+00:00
1131,INFO,Snapshot,binance: 580 snapshots salvos em 2026-02-25T23:38:27.599036+00:00 (coluna=annualized_rate),2026-02-25 23:38:28.609142+00:00
1132,INFO,Snapshot,bybit: 476 snapshots salvos em 2026-02-25T23:38:27.599036+00:00 (coluna=annualized_rate),2026-02-25 23:38:29.388186+00:00
1133,INFO,Snapshot,binance: 580 snapshots salvos em 2026-02-25T23:53:29.385868+00:00 (coluna=annualized_rate),2026-02-25 23:53:29.459049+00:00
1134,INFO,Snapshot,bybit: 476 snapshots salvos em 2026-02-25T23:53:29.385868+00:00 (coluna=annualized_rate),2026-02-25 23:53:30.268584+00:00
1135,INFO,RealTrading,Retomada sessão 44 (CONSERVADORA2) com 0 posições abertas,2026-02-25 23:56:17.356190+00:00
1136,INFO,RealTrading,↳ Monitoramento retomado: ESPUSDT (SHORT) | sem TP limit,2026-02-25 23:56:17.613795+00:00
1137,INFO,RealTrading,↳ Monitoramento retomado: STEEMUSDT (SHORT) | sem TP limit,2026-02-25 23:56:17.616651+00:00
1138,INFO,RealTrading,↳ Monitoramento retomado: SKRUSDT (SHORT) | sem TP limit,2026-02-25 23:56:17.619323+00:00
1139,INFO,RealTrading,Retomada sessão 43 (Score) com 3 posições abertas,2026-02-25 23:56:17.651477+00:00
