id,config_id,log_level,event,symbol,direction,exchange,message,details,created_at
530,45,INFO,close_attempt,ENSOUSDT,LONG,binance,Fechando ENSOUSDT @ ~1.6718 | motivo: funding,"{""size"": 14.1, ""fee_type"": ""maker"", ""hedge_mode"": true, ""close_reason"": ""funding"", ""current_price"": 1.6718, ""side_to_close"": ""sell""}",2026-02-26 05:00:21.034294+00:00
531,45,INFO,close_success,ENSOUSDT,LONG,binance,Posição ENSOUSDT sincronizada — fechada na exchange @ ~1.6719,"{""close_reason"": ""take_profit_target"", ""original_error"": ""binance {\""code\"":-2022,\""msg\"":\""ReduceOnly Order is rejected.\""}""}",2026-02-26 05:00:24.871056+00:00
532,45,INFO,open_attempt,STEEMUSDT,LONG,binance,Tentando abrir LONG 357.0 STEEMUSDT @ ~0.06528,"{""side"": ""buy"", ""size"": 357.0, ""fee_type"": ""maker"", ""leverage"": 3, ""hedge_mode"": true, ""ccxt_symbol"": ""STEEM/USDT:USDT"", ""entry_price"": 0.06528, ""funding_rate"": -0.0043611, ""trigger_type"": ""auto"", ""position_value"": 23.3594, ""funding_rate_pct"": -0.43611}",2026-02-26 05:59:53.773761+00:00
533,45,INFO,open_success,STEEMUSDT,LONG,binance,Posição aberta: LONG 357.0 STEEMUSDT @ 0.06499,"{""size"": 357.0, ""order_id"": ""2149816013"", ""open_time"": ""26/02/2026 02:59:58"", ""actual_entry"": 0.06499, ""trigger_type"": ""auto"", ""position_value"": 23.3594, ""funding_rate_pct"": -0.43611}",2026-02-26 05:59:58.734959+00:00
534,45,INFO,close_attempt,STEEMUSDT,LONG,binance,Fechando STEEMUSDT @ ~0.0649 | motivo: funding,"{""size"": 357.0, ""fee_type"": ""maker"", ""hedge_mode"": true, ""close_reason"": ""funding"", ""current_price"": 0.06488, ""side_to_close"": ""sell""}",2026-02-26 06:00:16.651707+00:00
535,45,INFO,close_success,STEEMUSDT,LONG,binance,Posição STEEMUSDT sincronizada — fechada na exchange @ ~0.0650,"{""close_reason"": ""take_profit_target"", ""original_error"": ""binance {\""code\"":-2022,\""msg\"":\""ReduceOnly Order is rejected.\""}""}",2026-02-26 06:00:20.454676+00:00
536,45,INFO,open_attempt,DENTUSDT,LONG,binance,Tentando abrir LONG 88401.0 DENTUSDT @ ~0.000264,"{""side"": ""buy"", ""size"": 88401.0, ""fee_type"": ""maker"", ""leverage"": 3, ""hedge_mode"": true, ""ccxt_symbol"": ""DENT/USDT:USDT"", ""entry_price"": 0.000264, ""funding_rate"": -0.01548452, ""trigger_type"": ""auto"", ""position_value"": 23.3381, ""funding_rate_pct"": -1.548452}",2026-02-26 07:59:54.600272+00:00
537,45,INFO,open_attempt,WETUSDT,LONG,binance,Tentando abrir LONG 209.0 WETUSDT @ ~0.11165,"{""side"": ""buy"", ""size"": 209.0, ""fee_type"": ""maker"", ""leverage"": 3, ""hedge_mode"": true, ""ccxt_symbol"": ""WET/USDT:USDT"", ""entry_price"": 0.11165, ""funding_rate"": -0.01188672, ""trigger_type"": ""auto"", ""position_value"": 23.3381, ""funding_rate_pct"": -1.188672}",2026-02-26 07:59:54.667924+00:00
538,45,INFO,open_attempt,BARDUSDT,LONG,binance,Tentando abrir LONG 28.0 BARDUSDT @ ~0.8322,"{""side"": ""buy"", ""size"": 28.0, ""fee_type"": ""maker"", ""leverage"": 3, ""hedge_mode"": true, ""ccxt_symbol"": ""BARD/USDT:USDT"", ""entry_price"": 0.8322, ""funding_rate"": -0.00988424, ""trigger_type"": ""auto"", ""position_value"": 23.3381, ""funding_rate_pct"": -0.988424}",2026-02-26 07:59:54.702339+00:00
539,45,INFO,open_success,WETUSDT,LONG,binance,Posição aberta: LONG 209.0 WETUSDT @ 0.11157,"{""size"": 209.0, ""order_id"": ""487546335"", ""open_time"": ""26/02/2026 04:59:57"", ""actual_entry"": 0.11157, ""trigger_type"": ""auto"", ""position_value"": 23.3381, ""funding_rate_pct"": -1.188672}",2026-02-26 07:59:57.292758+00:00
540,45,INFO,open_success,BARDUSDT,LONG,binance,Posição aberta: LONG 28.0 BARDUSDT @ 0.834,"{""size"": 28.0, ""order_id"": ""765786535"", ""open_time"": ""26/02/2026 04:59:57"", ""actual_entry"": 0.834, ""trigger_type"": ""auto"", ""position_value"": 23.3381, ""funding_rate_pct"": -0.988424}",2026-02-26 07:59:57.322521+00:00
541,45,INFO,open_success,DENTUSDT,LONG,binance,Posição aberta: LONG 88401.0 DENTUSDT @ 0.000261,"{""size"": 88401.0, ""order_id"": ""5101381538"", ""open_time"": ""26/02/2026 05:00:04"", ""actual_entry"": 0.000261, ""trigger_type"": ""auto"", ""position_value"": 23.3381, ""funding_rate_pct"": -1.548452}",2026-02-26 08:00:04.448698+00:00
542,45,INFO,close_attempt,BARDUSDT,LONG,binance,Fechando BARDUSDT @ ~0.8309 | motivo: funding,"{""size"": 28.0, ""fee_type"": ""maker"", ""hedge_mode"": true, ""close_reason"": ""funding"", ""current_price"": 0.8309, ""side_to_close"": ""sell""}",2026-02-26 08:00:16.016044+00:00
543,45,INFO,close_success,BARDUSDT,LONG,binance,Posição BARDUSDT sincronizada — fechada na exchange @ ~0.8336,"{""close_reason"": ""take_profit_target"", ""original_error"": ""binance {\""code\"":-2022,\""msg\"":\""ReduceOnly Order is rejected.\""}""}",2026-02-26 08:00:19.830815+00:00
544,45,INFO,close_attempt,DENTUSDT,LONG,binance,Fechando DENTUSDT @ ~0.0003 | motivo: funding,"{""size"": 88401.0, ""fee_type"": ""maker"", ""hedge_mode"": true, ""close_reason"": ""funding"", ""current_price"": 0.000261, ""side_to_close"": ""sell""}",2026-02-26 08:00:21.523967+00:00
545,45,INFO,close_success,DENTUSDT,LONG,binance,Posição DENTUSDT sincronizada — fechada na exchange @ ~0.0003,"{""close_reason"": ""take_profit_target"", ""original_error"": ""binance {\""code\"":-2022,\""msg\"":\""ReduceOnly Order is rejected.\""}""}",2026-02-26 08:00:25.345083+00:00
546,45,INFO,close_attempt,WETUSDT,LONG,binance,Fechando WETUSDT @ ~0.1106 | motivo: funding,"{""size"": 209.0, ""fee_type"": ""maker"", ""hedge_mode"": true, ""close_reason"": ""funding"", ""current_price"": 0.11056, ""side_to_close"": ""sell""}",2026-02-26 08:03:46.068009+00:00
547,45,INFO,close_success,WETUSDT,LONG,binance,Posição WETUSDT sincronizada — fechada na exchange @ ~0.1115,"{""close_reason"": ""take_profit_target"", ""original_error"": ""binance {\""code\"":-2022,\""msg\"":\""ReduceOnly Order is rejected.\""}""}",2026-02-26 08:03:49.883624+00:00
548,45,INFO,close_attempt,API3USDT,LONG,binance,Fechando API3USDT @ ~0.2985 | motivo: stop_loss_usd,"{""size"": 74.8, ""fee_type"": ""maker"", ""hedge_mode"": true, ""close_reason"": ""stop_loss_usd"", ""current_price"": 0.2985, ""side_to_close"": ""sell""}",2026-02-26 08:58:57.747985+00:00
549,45,INFO,close_success,API3USDT,LONG,binance,Posição API3USDT sincronizada — fechada na exchange @ ~0.3126,"{""close_reason"": ""take_profit_target"", ""original_error"": ""binance {\""code\"":-2022,\""msg\"":\""ReduceOnly Order is rejected.\""}""}",2026-02-26 08:59:01.611364+00:00
550,45,INFO,open_attempt,POWERUSDT,LONG,binance,Tentando abrir LONG 14.0 POWERUSDT @ ~1.52855,"{""side"": ""buy"", ""size"": 14.0, ""fee_type"": ""maker"", ""leverage"": 3, ""hedge_mode"": true, ""ccxt_symbol"": ""POWER/USDT:USDT"", ""entry_price"": 1.52855, ""funding_rate"": -0.01481685, ""trigger_type"": ""auto"", ""position_value"": 22.761, ""funding_rate_pct"": -1.481685}",2026-02-26 09:59:53.286124+00:00
551,45,INFO,open_success,POWERUSDT,LONG,binance,Posição aberta: LONG 14.0 POWERUSDT @ 1.52418,"{""size"": 14.0, ""order_id"": ""1101595491"", ""open_time"": ""26/02/2026 06:59:55"", ""actual_entry"": 1.52418, ""trigger_type"": ""auto"", ""position_value"": 22.761, ""funding_rate_pct"": -1.481685}",2026-02-26 09:59:55.916737+00:00
552,45,INFO,close_attempt,POWERUSDT,LONG,binance,Fechando POWERUSDT @ ~1.5078 | motivo: funding,"{""size"": 14.0, ""fee_type"": ""maker"", ""hedge_mode"": true, ""close_reason"": ""funding"", ""current_price"": 1.50782, ""side_to_close"": ""sell""}",2026-02-26 10:00:13.987216+00:00
553,45,INFO,close_success,POWERUSDT,LONG,binance,Posição POWERUSDT sincronizada — fechada na exchange @ ~1.5238,"{""close_reason"": ""take_profit_target"", ""original_error"": ""binance {\""code\"":-2022,\""msg\"":\""ReduceOnly Order is rejected.\""}""}",2026-02-26 10:00:18.681071+00:00
554,45,INFO,open_attempt,POWERUSDT,LONG,binance,Tentando abrir LONG 13.0 POWERUSDT @ ~1.63645,"{""side"": ""buy"", ""size"": 13.0, ""fee_type"": ""maker"", ""leverage"": 3, ""hedge_mode"": true, ""ccxt_symbol"": ""POWER/USDT:USDT"", ""entry_price"": 1.63645, ""funding_rate"": -0.01354748, ""trigger_type"": ""auto"", ""position_value"": 22.3646, ""funding_rate_pct"": -1.354748}",2026-02-26 10:59:53.142562+00:00
555,45,INFO,open_success,POWERUSDT,LONG,binance,Posição aberta: LONG 13.0 POWERUSDT @ 1.6377,"{""size"": 13.0, ""order_id"": ""1106632003"", ""open_time"": ""26/02/2026 07:59:55"", ""actual_entry"": 1.6377, ""trigger_type"": ""auto"", ""position_value"": 22.3646, ""funding_rate_pct"": -1.354748}",2026-02-26 10:59:55.765818+00:00
556,45,INFO,close_attempt,POWERUSDT,LONG,binance,Fechando POWERUSDT @ ~1.6174 | motivo: funding,"{""size"": 13.0, ""fee_type"": ""maker"", ""hedge_mode"": true, ""close_reason"": ""funding"", ""current_price"": 1.61743, ""side_to_close"": ""sell""}",2026-02-26 11:00:17.876178+00:00
557,45,INFO,close_success,POWERUSDT,LONG,binance,Posição POWERUSDT sincronizada — fechada na exchange @ ~1.6339,"{""close_reason"": ""take_profit_target"", ""original_error"": ""binance {\""code\"":-2022,\""msg\"":\""ReduceOnly Order is rejected.\""}""}",2026-02-26 11:00:21.731235+00:00
558,45,INFO,open_attempt,BARDUSDT,LONG,binance,Tentando abrir LONG 26.0 BARDUSDT @ ~0.8214,"{""side"": ""buy"", ""size"": 26.0, ""fee_type"": ""maker"", ""leverage"": 3, ""hedge_mode"": true, ""ccxt_symbol"": ""BARD/USDT:USDT"", ""entry_price"": 0.8214, ""funding_rate"": -0.01296431, ""trigger_type"": ""auto"", ""position_value"": 22.0942, ""funding_rate_pct"": -1.296431}",2026-02-26 11:59:53.051568+00:00
559,45,INFO,open_attempt,POWERUSDT,LONG,binance,Tentando abrir LONG 14.0 POWERUSDT @ ~1.52883,"{""side"": ""buy"", ""size"": 14.0, ""fee_type"": ""maker"", ""leverage"": 3, ""hedge_mode"": true, ""ccxt_symbol"": ""POWER/USDT:USDT"", ""entry_price"": 1.52883, ""funding_rate"": -0.01624403, ""trigger_type"": ""auto"", ""position_value"": 22.0942, ""funding_rate_pct"": -1.624403}",2026-02-26 11:59:53.089389+00:00
560,45,INFO,open_success,BARDUSDT,LONG,binance,Posição aberta: LONG 26.0 BARDUSDT @ 0.8221,"{""size"": 26.0, ""order_id"": ""766939033"", ""open_time"": ""26/02/2026 08:59:56"", ""actual_entry"": 0.8221, ""trigger_type"": ""auto"", ""position_value"": 22.0942, ""funding_rate_pct"": -1.296431}",2026-02-26 11:59:56.700370+00:00
561,45,INFO,open_success,POWERUSDT,LONG,binance,Posição aberta: LONG 14.0 POWERUSDT @ 1.529495,"{""size"": 14.0, ""order_id"": ""1112682311"", ""open_time"": ""26/02/2026 08:59:58"", ""actual_entry"": 1.529495, ""trigger_type"": ""auto"", ""position_value"": 22.0942, ""funding_rate_pct"": -1.624403}",2026-02-26 11:59:58.704656+00:00
562,43,INFO,open_attempt,POWERUSDT,SHORT,binance,Tentando abrir SHORT 19.0 POWERUSDT @ ~1.53031,"{""side"": ""sell"", ""size"": 19.0, ""fee_type"": ""maker"", ""leverage"": 5, ""hedge_mode"": true, ""ccxt_symbol"": ""POWER/USDT:USDT"", ""entry_price"": 1.53031, ""trigger_type"": ""auto"", ""position_value"": 29.1936, ""prev_funding_rate"": -0.01605075}",2026-02-26 12:00:05.060855+00:00
563,43,INFO,open_attempt,ENSOUSDT,SHORT,binance,Tentando abrir SHORT 18.0 ENSOUSDT @ ~1.6136,"{""side"": ""sell"", ""size"": 18.0, ""fee_type"": ""maker"", ""leverage"": 5, ""hedge_mode"": true, ""ccxt_symbol"": ""ENSO/USDT:USDT"", ""entry_price"": 1.6136, ""trigger_type"": ""auto"", ""position_value"": 29.1936, ""prev_funding_rate"": -0.00541405}",2026-02-26 12:00:05.085817+00:00
564,43,INFO,open_attempt,STEEMUSDT,SHORT,binance,Tentando abrir SHORT 440.0 STEEMUSDT @ ~0.06634,"{""side"": ""sell"", ""size"": 440.0, ""fee_type"": ""maker"", ""leverage"": 5, ""hedge_mode"": true, ""ccxt_symbol"": ""STEEM/USDT:USDT"", ""entry_price"": 0.06634, ""trigger_type"": ""auto"", ""position_value"": 29.1936, ""prev_funding_rate"": -0.00421271}",2026-02-26 12:00:05.095492+00:00
565,43,INFO,open_success,STEEMUSDT,SHORT,binance,Posição aberta: SHORT 440.0 STEEMUSDT @ 0.066235,"{""size"": 440.0, ""order_id"": ""2152284695"", ""open_time"": ""26/02/2026 09:00:06"", ""actual_entry"": 0.066235, ""trigger_type"": ""auto"", ""position_value"": 29.1936}",2026-02-26 12:00:06.274078+00:00
566,43,INFO,open_attempt,WETUSDT,SHORT,binance,Tentando abrir SHORT 264.0 WETUSDT @ ~0.11032,"{""side"": ""sell"", ""size"": 264.0, ""fee_type"": ""maker"", ""leverage"": 5, ""hedge_mode"": true, ""ccxt_symbol"": ""WET/USDT:USDT"", ""entry_price"": 0.11032, ""trigger_type"": ""auto"", ""position_value"": 29.1936, ""prev_funding_rate"": -0.00921037}",2026-02-26 12:00:08.607428+00:00
567,43,INFO,open_success,POWERUSDT,SHORT,binance,Posição aberta: SHORT 19.0 POWERUSDT @ 1.5035,"{""size"": 19.0, ""order_id"": ""1112725742"", ""open_time"": ""26/02/2026 09:00:10"", ""actual_entry"": 1.5035, ""trigger_type"": ""auto"", ""position_value"": 29.1936}",2026-02-26 12:00:10.661642+00:00
568,43,INFO,open_success,ENSOUSDT,SHORT,binance,Posição aberta: SHORT 18.0 ENSOUSDT @ 1.6026,"{""size"": 18.0, ""order_id"": ""1324590365"", ""open_time"": ""26/02/2026 09:00:10"", ""actual_entry"": 1.6026, ""trigger_type"": ""auto"", ""position_value"": 29.1936}",2026-02-26 12:00:10.701488+00:00
569,43,INFO,open_success,WETUSDT,SHORT,binance,Posição aberta: SHORT 264.0 WETUSDT @ 0.11013,"{""size"": 264.0, ""order_id"": ""492010342"", ""open_time"": ""26/02/2026 09:00:10"", ""actual_entry"": 0.11013, ""trigger_type"": ""auto"", ""position_value"": 29.1936}",2026-02-26 12:00:10.836168+00:00
570,45,INFO,close_attempt,BARDUSDT,LONG,binance,Fechando BARDUSDT @ ~0.8175 | motivo: funding,"{""size"": 26.0, ""fee_type"": ""maker"", ""hedge_mode"": true, ""close_reason"": ""funding"", ""current_price"": 0.8175, ""side_to_close"": ""sell""}",2026-02-26 12:00:15.024145+00:00
571,45,INFO,close_success,BARDUSDT,LONG,binance,Posição BARDUSDT sincronizada — fechada na exchange @ ~0.8222,"{""close_reason"": ""take_profit_target"", ""original_error"": ""binance {\""code\"":-2022,\""msg\"":\""ReduceOnly Order is rejected.\""}""}",2026-02-26 12:00:18.807543+00:00
572,45,INFO,close_attempt,POWERUSDT,LONG,binance,Fechando POWERUSDT @ ~1.5083 | motivo: funding,"{""size"": 14.0, ""fee_type"": ""maker"", ""hedge_mode"": true, ""close_reason"": ""funding"", ""current_price"": 1.50831, ""side_to_close"": ""sell""}",2026-02-26 12:00:26.575098+00:00
573,45,INFO,close_success,POWERUSDT,LONG,binance,Posição POWERUSDT sincronizada — fechada na exchange @ ~1.5301,"{""close_reason"": ""take_profit_target"", ""original_error"": ""binance {\""code\"":-2022,\""msg\"":\""ReduceOnly Order is rejected.\""}""}",2026-02-26 12:00:31.204392+00:00
574,62,INFO,open_attempt,WETUSDT,SHORT,binance,Tentando abrir SHORT 215.0 WETUSDT @ ~0.11014,"{""side"": ""sell"", ""size"": 215.0, ""fee_type"": ""maker"", ""leverage"": 5, ""hedge_mode"": true, ""ccxt_symbol"": ""WET/USDT:USDT"", ""entry_price"": 0.11014, ""trigger_type"": ""auto"", ""position_value"": 23.75, ""prev_funding_rate"": -0.00921037}",2026-02-26 12:00:48.599991+00:00
575,62,INFO,open_attempt,POWERUSDT,SHORT,binance,Tentando abrir SHORT 15.0 POWERUSDT @ ~1.51379,"{""side"": ""sell"", ""size"": 15.0, ""fee_type"": ""maker"", ""leverage"": 5, ""hedge_mode"": true, ""ccxt_symbol"": ""POWER/USDT:USDT"", ""entry_price"": 1.51379, ""trigger_type"": ""auto"", ""position_value"": 23.75, ""prev_funding_rate"": -0.01605075}",2026-02-26 12:00:48.921303+00:00
576,62,INFO,open_success,WETUSDT,SHORT,binance,Posição aberta: SHORT 215.0 WETUSDT @ 0.11006,"{""size"": 215.0, ""order_id"": ""492028870"", ""open_time"": ""26/02/2026 09:00:49"", ""actual_entry"": 0.11006, ""trigger_type"": ""auto"", ""position_value"": 23.75}",2026-02-26 12:00:49.766352+00:00
577,43,INFO,trailing_armed,POWERUSDT,SHORT,binance,Trailing armado em POWERUSDT: variação de preço 2.2660% (gatilho 1.3000%) @ 1.469430,"{""entry_price"": 1.5035, ""current_price"": 1.46943, ""price_change_pct"": 2.266045892916531, ""trailing_stop_pct"": 0.7, ""trailing_start_profit_pct"": 1.3}",2026-02-26 12:01:20.571952+00:00
578,62,INFO,open_success,POWERUSDT,SHORT,binance,Posição aberta: SHORT 15.0 POWERUSDT @ 1.47503,"{""size"": 15.0, ""order_id"": ""1112854512"", ""open_time"": ""26/02/2026 09:01:21"", ""actual_entry"": 1.47503, ""trigger_type"": ""auto"", ""position_value"": 23.75}",2026-02-26 12:01:21.149849+00:00
579,43,INFO,close_attempt,POWERUSDT,SHORT,binance,Fechando POWERUSDT @ ~1.4806 | motivo: trailing_stop,"{""size"": 19.0, ""fee_type"": ""maker"", ""hedge_mode"": true, ""close_reason"": ""trailing_stop"", ""current_price"": 1.48063, ""side_to_close"": ""buy""}",2026-02-26 12:01:31.567296+00:00
580,43,INFO,close_success,POWERUSDT,SHORT,binance,Posição fechada: POWERUSDT @ 1.4874,"{""order_id"": ""1112876379"", ""exit_price"": 1.48736, ""close_reason"": ""trailing_stop""}",2026-02-26 12:01:35.181849+00:00
581,62,INFO,trailing_armed,POWERUSDT,SHORT,binance,Trailing armado em POWERUSDT: variação de preço 2.2088% (gatilho 1.5000%) @ 1.442450,"{""entry_price"": 1.47503, ""current_price"": 1.44245, ""price_change_pct"": 2.2087686352142026, ""trailing_stop_pct"": 0.5, ""trailing_start_profit_pct"": 1.5}",2026-02-26 12:05:40.789140+00:00
582,62,INFO,close_attempt,POWERUSDT,SHORT,binance,Fechando POWERUSDT @ ~1.4578 | motivo: trailing_stop,"{""size"": 15.0, ""fee_type"": ""maker"", ""hedge_mode"": true, ""close_reason"": ""trailing_stop"", ""current_price"": 1.45782, ""side_to_close"": ""buy""}",2026-02-26 12:05:45.829946+00:00
583,62,INFO,close_success,POWERUSDT,SHORT,binance,Posição fechada: POWERUSDT @ 1.4488,"{""order_id"": ""1113313451"", ""exit_price"": 1.44879, ""close_reason"": ""trailing_stop""}",2026-02-26 12:05:48.417994+00:00
584,43,INFO,trailing_armed,ENSOUSDT,SHORT,binance,Trailing armado em ENSOUSDT: variação de preço 1.4976% (gatilho 1.3000%) @ 1.578600,"{""entry_price"": 1.6026, ""current_price"": 1.5786, ""price_change_pct"": 1.4975664545114202, ""trailing_stop_pct"": 0.7, ""trailing_start_profit_pct"": 1.3}",2026-02-26 12:12:04.613938+00:00
585,43,INFO,close_attempt,ENSOUSDT,SHORT,binance,Fechando ENSOUSDT @ ~1.5898 | motivo: trailing_stop,"{""size"": 18.0, ""fee_type"": ""maker"", ""hedge_mode"": true, ""close_reason"": ""trailing_stop"", ""current_price"": 1.5898, ""side_to_close"": ""buy""}",2026-02-26 12:12:47.166182+00:00
586,43,INFO,close_success,ENSOUSDT,SHORT,binance,Posição fechada: ENSOUSDT @ 1.5884,"{""order_id"": ""1325064461"", ""exit_price"": 1.5884, ""close_reason"": ""trailing_stop""}",2026-02-26 12:12:49.787340+00:00
